Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language,Consentration,Course URL,Campus,Application Deadline,Scholarship Available,Scholarship Detail,Backlog Range,Remarks,ESL/ELP Detail,ApplicationMode,DetScore,GRE,GMAT,Campus2,Campus3,Campus4
BSOBAIF01,"MA in Tourism, Hospitality and Event Management ( University for the Creative Arts ) - Paris Campus",8000,,Feb,Postgraduate,An Undergraduate degree with minimum 55% from a recognised university. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI and should be recent passout (2 years).,,,,,,5.5,5.5,5.5,5.5,,,80,6,51,51,51,51,56,Postgraduate,"Commerce, Business and Administration",Hospitality and Tourism Management,18 Months,Paris,English,,https://www.berlinsbi.com/courses/postgraduate/ma-tourism-hospitality-and-event-management,Paris,ASAP,Yes,,0-10,"Degree awarded by University for the Creative Arts.The tuition fee mentioned is for 1 year and the total tuition fee for this program will be € 12,000 ( for 18 months ).  TOEFL IBT Overall score will be 80 with no section less than -Listening 17, Reading 18, Speaking 20, Writing 17 is required.",,Online,105,,,,,
ECLARF01,Bachelor in Tourism and Hospitality Management,8600,50,"Jan, Sep",Undergraduate,12th std with minimum 55%.,,,,,,,,,,,,,,,,,,,Undergraduate,"Commerce, Business and Administration",Hospitality and Tourism Management,36 Months,La Rochelle,English,,https://www.excelia-group.com/our-programmes/tourism-management/bachelor-tourism-hospitality-management,La Rochelle,ASAP,,,,"Skype interview conducted, SOP Manadatory, Reference letter.",,,,,,,,
ECLARF01,MSc - International Hospitality Management,13250,50,Jan,Postgraduate,3 year bachelor's degree with minimum 55%.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",Hospitality and Tourism Management,16 Months,La Rochelle,English,,https://www.excelia-group.com/our-programmes/management/masters-science-msc,La Rochelle,ASAP,,,0-5,IELTS Waiver Possible. 16 months program where 8 months will be consider as 1 year and other 8 months 2nd year,,,,,,,,
ECLARF01,MSc - International Travel & Tourism Management ,13250,50,Jan,Postgraduate,3 year bachelor's degree with minimum 55%.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",Hospitality and Tourism Management,16 Months,La Rochelle,English,,https://www.excelia-group.com/our-programmes/management/masters-science-msc,La Rochelle,ASAP,,,0-5,IELTS Waiver Possible. 16 months program where 8 months will be consider as 1 year and other 8 months 2nd year,,,,,,,,
ECLARF01,MSc - International Hospitality Management,15500,50,"Jan, Sep",Postgraduate,4 year bachelor's degree with minimum 55%.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",Hospitality and Tourism Management,12 Months,La Rochelle,English,,https://www.excelia-group.com/our-programmes/management/masters-science-msc,La Rochelle,ASAP,,,0-5,"Skype interview conducted, SOP Manadatory, Reference letter.",,,,,,,,
ECLARF01,MSc - International Travel & Tourism Management ,15500,50,"Jan, Sep",Postgraduate,4 year bachelor's degree with minimum 55%.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",Hospitality and Tourism Management,12 Months,La Rochelle,English,,https://www.excelia-group.com/our-programmes/management/masters-science-msc,La Rochelle,ASAP,,,0-5,"Skype interview conducted, SOP Manadatory, Reference letter.",,,,,,,,
ECLARF01,MSc- International Hospitality Management,13250,50,"Sep, Jan",Postgraduate,3 year bachelor's degree with minimum 55%.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",Hospitality and Tourism Management,24 Months,La Rochelle,English,,https://www.excelia-group.com/our-programmes/management/masters-science-msc,La Rochelle,ASAP,,,0-5,IELTS Waiver Possible. ,,,,,,,,
ECLARF01,MSc- International Travel & Tourism Management ,13250,50,Sep,Postgraduate,3 year bachelor's degree with minimum 55%.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",Hospitality and Tourism Management,24 Months,La Rochelle,English,,https://www.excelia-group.com/our-programmes/management/masters-science-msc,La Rochelle,ASAP,,,0-5,"Skype interview conducted, SOP Manadatory, Reference letter.",,,,,,,,
ECLARF01,Master of Science (MSc) in International Tourism and Destination Management,18900,50,Jan,Postgraduate,3 year bachelor's degree with minimum 55%.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",Hospitality and Tourism Management,15 Months,La Rochelle,English,,https://www.excelia-group.com/our-programmes/excelia-tourism-hospitality-school/master-science-msc-international-tourism-and,La Rochelle,ASAP,,,0-5,IELTS Waiver Possible. ,,,,,,,,
LCBF01,Bachelor of Business in International Hospitality Management,14000,200,Sep,Undergraduate,12th Std. with minimum 55%,,,,,,,,,,,,63,,,,,,,Undergraduate,"Commerce, Business and Administration",Hospitality and Tourism Management,36 Months,Paris,English,,https://www.cordonbleu.edu/paris/bachelor-business-international-hospitality-management/en,Paris,ASAP,,,,,,,,,,,,
LCBF01,MBA in International Hospitality and Culinary Leadership,27000,200,"Mar, Sep",Postgraduate,Bachelor's degree with minimum 55% and 3 years of professional experience using management skills.,,,,,,,,,,,,80,,,,,,,Postgraduate,"Commerce, Business and Administration",Hospitality and Tourism Management,12 Months,Paris,English,,https://www.cordonbleu.edu/paris/mba-international-hospitality-and-culinary-leadership/en,Paris,ASAP,,,0-10,An interview will be scheduled via video conference or in person to validate the application. 5 months of courses between Le Cordon Bleu Paris Institute and Paris Dauphine - PSL University. 5 months of managerial experience in the hospitality sector. Diplomas Awarded: MBA in International Hospitality and Culinary Leadership from Le Cordon Bleu Paris institute. MBA in Hospitality and Culinary Management from Paris Dauphine - PSL University. Master Global Management from Paris Dauphine - PSL University (Degree recognized by French higher education),,,,,,,,
RSOBF01,MSc in International Human Resource Management,18200,,"Sep, Jan",Postgraduate,3 years or 4 years Bachelor's Degree in relevant field with minimum 55% from a recognised university. ,,,,,,,,,,,,80,,,,,,,Postgraduate,"Commerce, Business and Administration","Human Resource Management, Human Resource Development",15 Months,Rennes,English,,https://www.rennes-sb.com/programmes/postgraduate/msc/master-of-science-msc-international-human-resource-management/,Rennes,ASAP,,,0-10,IELTS waiver is possible.Application fee of Euro 90 is waived off for KC on profile to profile. Internship: May to December.,,,,,,,,
BSOBF01,Bachelor in Management,8200,,Sep,Undergraduate,Grade 12 with minimum 55% or higher from a recognised institution. ,,,,,,,,,,,,,,,,,,,Undergraduate,"Commerce, Business and Administration","Human Resource Management, Human Resource Development",36 Months,Dijon,English,,https://global.bsb-education.com/bsbs-programmes/bachelor-in-management/,Dijon,Sep: 15 Jul,,,,Application Fee is waived off for KC. English Language Proficiency requirement can be waived off. ,,,,,,Lyon,,
BSOBF01,Bachelor in Management ( 3rd year Entrance ) ,9200,,Sep,Undergraduate,2 or 3 year post-secondary education degree with minimum 55% or higher from a recognised university OR 120 education degree or 120 ECTS in a business related subject in the same university,,,,,,,,,,,,,,,,,,,Undergraduate,"Commerce, Business and Administration","Human Resource Management, Human Resource Development",12 Months,Dijon,English,,https://global.bsb-education.com/bsbs-programmes/bachelor-in-management/,Dijon,Sep: 15 Jul,,,,Application Fee is waived off for KC. English Language Proficiency requirement can be waived off. ,,,,,,,,
BSOBF01,MSc Luxury Management & Innovation,14000,,Sep,Postgraduate,Bachelor's Degree with minimum 55% or higher in any field from a recognised institution. ,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Human Resource Management, Human Resource Development",12 Months,Dijon,English,,https://global.bsb-education.com/bsbs-programmes/msc-luxury-management-innovation/,Dijon,Sep: 15 Jul,,,0-10,Application Fee is waived off for KC. English Language Proficiency requirement can be waived off. ,,,,,,,,
BSOBAIF01,BSc (Hons) in International Business and Management ( University for the Creative Arts ) - Paris Campus,9000,,Feb,Undergraduate,12 Grade With minimum 55% from a recognised institution. Student should be minimum 18 years old. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI and should be recent passout (2 years).,,,,,,5.5,5.5,5.5,5.5,,,80,6,51,51,51,51,56,Undergraduate,"Commerce, Business and Administration","Human Resource Management, Human Resource Development",36 Months,Paris,English,,https://www.berlinsbi.com/courses/undergraduate/bsc-hons-international-business-and-management,Paris,ASAP,Yes,,,"Degree awarded by University for the Creative Arts. TOEFL IBT Overall score will be 80 with no section less than -Listening 17, Reading 18, Speaking 20, Writing 17 is required.",,Online,105,,,,,
EPITAF01,MSc (CS) Master of Science in Computer Science - Information Systems Management,8900,60,"Mar, Sep",Postgraduate,"4 years bachelor's degree or 3 years bachelor's degree with mininum 60% in Computer Science, Computer Engineering, Electrical Engineering or related fields and 1 year relevent work experience.",,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Information Systems, Information Technology Management",18 Months,Le Kremlin-Bicetre,English,,https://www.epita.fr/en/degree-programs-english/master-science-computer-science-msc/,Paris,,No,,0-10,"IELTS waiver possible. Medium of Instruction (MOI) is required for application. Tuition fees for Semester 1 & 2: € 6,000, Semester 3: € 2,900, Semester 4: € 4,000. 6 Months Internship included in program.",,,,,,,,
EPITAF01,ME Master in Computer Engineering - Global IT Management,9930,60,Sep,Postgraduate,"4 years bachelor's degree (or equivalent) with minimum 60% in Computer Science, Computer Engineering, Electrical Engineering or related fields. ",,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Information Systems, Information Technology Management",24 Months,Le Kremlin-Bicetre,English,,https://www.epita.fr/en/degree-programs-english/master-computer-engineering-me/,Paris,,No,,0-10,IELTS waiver possible. Medium of Instruction (MOI) is required for application. 6 Months Internship included in program,,,,,,,,
EPITAF01,"ME Master in Computer Engineering - Systems, Networks & Security",9930,60,Sep,Postgraduate,"4 years bachelor's degree (or equivalent) with minimum 60% in Computer Science, Computer Engineering, Electrical Engineering or related fields. ",,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Information Systems, Information Technology Management",24 Months,Le Kremlin-Bicetre,English,,https://www.epita.fr/en/degree-programs-english/master-computer-engineering-me/,Paris,,No,,0-10,IELTS waiver possible. Medium of Instruction (MOI) is required for application. 6 Months Internship included in program,,,,,,,,
CODEPF01,MS in Information Technology (College de Paris),12000,,"Feb, Sep",Postgraduate,Bachelor's degree with minimum 55%.,,,,,,,,,,,,70,,,,,,,Postgraduate,"Commerce, Business and Administration","Information Systems, Information Technology Management",12 Months,Paris,English,,https://www.collegedeparis.com/programmes/ms-information-technology/,Paris,ASAP,,,0-10,"IELTS waiver possible. Tuition Fees 12,000 Euros + 290 Euros administration fees. 02 Months Guaranteed Paid Internship OR 02 months Paid Research Program in the industry of the same stream.Students from Punjab, Haryana, Chandigarh, J&K, the IELTS requirement of 6.0 overall not less than 5.5 is mandatory.",,,,,,,,
TABSF01,MBA in Information Technology & Data Management (One year),15250,,"Jan, Sep",Postgraduate,4 years bachelor’s degree with 55% or above in relevant field from a recognised university or institution with minimum 2 years of professional work experience is required .,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Information Systems, Information Technology Management",12 Months,Paris,English,,https://www.absparis.org/en/concentration-data-management/,Paris,ASAP,No,,0-10,IELTS waiver possible.,,,,,,,,
TABSF01,MBA in Information Technology & Data Management (Two years),10000,,"Jan, Sep, May",Postgraduate,3 or 4 years bachelor’s degree with 55% or above in relevant field from a recognised university or institution with minimum 2 years of professional work experience is required .,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration","Information Systems, Information Technology Management",24 Months,Paris,English,,https://www.absparis.org/en/concentration-data-management/,Paris,ASAP,No,,0-10,IELTS waiver possible. MBA 2nd year tution fees will be € 15250. ,,,,,,,,
RSOBF01,MSc in Global Business Management,18200,,"Jan, Sep",Postgraduate,3 years or 4 years Bachelor's Degree in relevant field with minimum 55% from a recognised university. ,,,,,,,,,,,,80,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,12 Months,Rennes,English,,https://www.rennes-sb.com/programmes/postgraduate/msc/msc-in-global-business-management/,Rennes,ASAP,,,0-10,IELTS waiver is possible.Application fee of Euro 90 is waived off for KC on profile to profile. Internship : May to August.,,,,,,Paris,,
RSOBF01,"MSc in International Accounting, Management Control and Auditing",18200,,Sep,Postgraduate,3 years or 4 years Bachelor's Degree in relevant field with minimum 55% from a recognised university. ,,,,,,,,,,,,80,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,15 Months,Rennes,English,,https://www.rennes-sb.com/programmes/postgraduate/msc/msc-in-international-accounting-management-control-and-auditing/,Rennes,ASAP,,,0-10,IELTS waiver is possible.Application fee of Euro 90 is waived off for KC on profile to profile.Internship: May to December.,,,,,,,,
RSOBF01,MSc in International Negotiation & Business Development,18200,,"Sep, Jan",Postgraduate,3 years or 4 years Bachelor's Degree in relevant field with minimum 55% from a recognised university. ,,,,,,,,,,,,80,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,15 Months,Rennes,English,,https://www.rennes-sb.com/programmes/postgraduate/msc/master-of-science-msc-in-international-business-negotiation/,Rennes,ASAP,,,0-10,IELTS waiver is possible.Application fee of Euro 90 is waived off for KC on profile to profile. Internship : May to December.,,,,,,,,
RSOBF01,MSc in International Management - Marketing,13000,,Sep,Postgraduate,3 years or 4 years Bachelor's Degree in relevant field with minimum 55% from a recognised university. ,,,,,,,,,,,,80,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,18 Months,Rennes,English,,https://www.rennes-sb.com/programmes/postgraduate/master-in-management/,Rennes,ASAP,,,0-10,IELTS waiver is possible.Application fee of Euro 90 is waived off for KC on profile to profile. Internship: May to August or January to August. ,,,,,,,,
RSOBF01,MSc in International Management - Digital Marketing,13000,,Sep,Postgraduate,3 years or 4 years Bachelor's Degree in relevant field with minimum 55% from a recognised university. ,,,,,,,,,,,,80,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,18 Months,Rennes,English,,https://www.rennes-sb.com/programmes/postgraduate/master-in-management/,Rennes,ASAP,,,0-10,IELTS waiver is possible.Application fee of Euro 90 is waived off for KC on profile to profile. Internship: May to August or January to August. ,,,,,,,,
RSOBF01,MSc in International Management - Finance,13000,,Sep,Postgraduate,3 years or 4 years Bachelor's Degree in relevant field with minimum 55% from a recognised university. ,,,,,,,,,,,,80,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,18 Months,Rennes,English,,https://www.rennes-sb.com/programmes/postgraduate/master-in-management/,Rennes,ASAP,,,0-10,IELTS waiver is possible.Application fee of Euro 90 is waived off for KC on profile to profile.Internship: May to August or January to August. ,,,,,,,,
RSOBF01,MSc in International Management - Human Resource,13000,,Sep,Postgraduate,3 years or 4 years Bachelor's Degree in relevant field with minimum 55% from a recognised university. ,,,,,,,,,,,,80,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,18 Months,Rennes,English,,https://www.rennes-sb.com/programmes/postgraduate/master-in-management/,Rennes,ASAP,,,0-10,IELTS waiver is possible.Application fee of Euro 90 is waived off for KC on profile to profile. Internship: May to August or January to August. ,,,,,,,,
RSOBF01,MSc in International Management - Innovation Management,13000,,Sep,Postgraduate,3 years or 4 years Bachelor's Degree in relevant field with minimum 55% from a recognised university. ,,,,,,,,,,,,80,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,18 Months,Rennes,English,,https://www.rennes-sb.com/programmes/postgraduate/master-in-management/,Rennes,ASAP,,,0-10,IELTS waiver is possible.Application fee of Euro 90 is waived off for KC on profile to profile.Internship: May to August or January to August. ,,,,,,,,
RSOBF01,MSc in International Management - Supply Chain,13000,,Sep,Postgraduate,3 years or 4 years Bachelor's Degree in relevant field with minimum 55% from a recognised university. ,,,,,,,,,,,,80,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,18 Months,Rennes,English,,https://www.rennes-sb.com/programmes/postgraduate/master-in-management/,Rennes,ASAP,,,0-10,IELTS waiver is possible. Application fee of Euro 90 is waived off for KC on profile to profile.Internship: May to August or January to August. ,,,,,,,,
RSOBF01,International MBA ,20000,,Jan,Postgraduate,Mimimum 55% in Bachelor or equivalent with strong academic background and Minimum 3 years work experience. ,,,,,,,,,,,,80,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,15 Months,Rennes,English,,https://www.rennes-sb.com/programmes/imba/,Rennes,ASAP,,,0-10,IELTS waiver possible.Application fee of Euro 90 is waived off for KC on profile to profile.,,,,,,,,
RSOBF01,MSc in International Finance,18200,,Sep,Postgraduate,3 years or 4 years Bachelor's Degree in relevant field with minimum 55% from a recognised university. ,,,,,,,,,,,,80,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,15 Months,Rennes,English,,https://www.rennes-sb.com/programmes/postgraduate/msc/the-master-of-science-msc-in-international-finance-of-rennes-school-of-business/,Rennes,ASAP,,,0-10,IELTS waiver is possible.Application fee of Euro 90 is waived off for KC on profile to profile. Internship: 6 months mandatory between May & February.,,,,,,,,
RSOBF01,MSc in International Luxury and Brand Management,18200,,"Sep, Jan",Postgraduate,3 years or 4 years Bachelor's Degree in relevant field with minimum 55% from a recognised university. ,,,,,,,,,,,,80,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,15 Months,Rennes,English,,https://www.rennes-sb.com/programmes/postgraduate/msc/ibn/,Rennes,ASAP,,,0-10,IELTS waiver is possible. Application fee of Euro 90 is waived off for KC on profile to profile. Internship: May to August.,,,,,,Paris,,
NEOMAF01,Master of Science in International Business Development ( 2 years ),13500,,Oct,Postgraduate,3 years Bachelor's degree with minimum 55% from any background from a recognised university.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,24 Months,Rouen,English,,https://neoma-bs.com/programmes/msc-international-business-development/,Rouen,,,,,This is Long track 2-year MSc program in which  1st year will be of 12 months + 2nd year will be 15 months. Application fee is waived off. IELTS waiver possible if student has completed his/her education in English language. No backlogs accepted. ,,,,,,,,
NEOMAF01,Master of Science in International Business Development ( 15 months ),13840,,Oct,Postgraduate,"4 year Bachelor's degree with minimum 55% in academic background of economy, business, science from a recognised university OR 3 year-Bachelor’s degree with a minimum 55% & 1 year professional experience.",,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,15 Months,Rouen,English,,https://neoma-bs.com/programmes/msc-international-business-development/,Rouen,,,,,"Application fee is waived off. IELTS waiver possible if student has completed his/her education in English language. No backlogs accepted. Tution fees mentioned is for 1 year, full course tution fees is  €17,300.",,,,,,,,
NEOMAF01,Global BBA Bachelor in Business Administration,10800,,Sep,Undergraduate,Grade 12 with minimum 55% from a recognized institution.,,,,,,,,,,,,,,,,,,,Undergraduate,"Commerce, Business and Administration",International Business,48 Months,Rouen,English,,https://neoma-bs.com/programmes/global-bba-bachelor-in-business-administration/,Rouen,,,,,Application fee is waived off. IELTS waiver possible if student has completed his/her education in English language. ,,,,,,Reims,,
NEOMAF01,Master of Science in International Project Development ( 15 months ),13840,,Oct,Postgraduate,"4 year Bachelor's degree with minimum 55% in academic background of economy, business, science etc. from a recognised university OR 3 year-Bachelor’s degree with a minimum 55% & 1 year professional experience.",,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,15 Months,Rouen,English,,https://neoma-bs.com/programs/msc-international-project-development/,Rouen,,,,,"Application fee is waived off. IELTS waiver possible if student has completed his/her education in English language. Backlogs are not accepted.  Tution fees mentioned is for 1 year, full course tution fees is  €17,300.",,,,,,,,
NEOMAF01,Master of Science in Global Management ( 15 months ),13840,,Oct,Postgraduate,4 year Bachelor's degree with minimum 55% from a recognised university OR 3-year Bachelor degree + 1 year of professional experience,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,15 Months,Rouen,English,,https://neoma-bs.com/programmes/msc-global-management/,Reims,,,,,"Application fee is waived off. IELTS waiver possible if student has completed his/her education in English language. Backlogs are not accepted. Tution fees mentioned is for 1 year, full course tution fees is  €17,300.",,,,,,,,
NEOMAF01,Master of Science in Global Management ( 2 years ),13500,,Oct,Postgraduate,3 years Bachelor's degree with minimum 55% from any background from a recognised university.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,24 Months,Rouen,English,,https://neoma-bs.com/programmes/msc-global-management/,Reims,,,,,This is Long track 2-year MSc program in which  1st year will be of 12 months + 2nd year will be 15 months. Application fee is waived off. IELTS waiver possible if student has completed his/her education in English language. Backlogs are not accepted.  ,,,,,,,,
NEOMAF01,Master of Science in International Project Development ( 2 years ),13500,,Oct,Postgraduate,3 years Bachelor's degree with minimum 55% from any background from a recognised university.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,24 Months,Rouen,English,,https://neoma-bs.com/programs/msc-international-project-development/,Rouen,,,,,This is Long track 2-year MSc program in which  1st year will be of 12 months + 2nd year will be 15 months. Application fee is waived off. IELTS waiver possible if student has completed his/her education in English language. Backlogs are not accepted. ,,,,,,,,
ISCPF01,Master in Management - International Business & Supply Chain,11950,,Sep,Postgraduate,Bachelor’s degree with minimum 60% from a recognised university .,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,24 Months,Paris,English,,https://iscparis.com/en/pge-grande-ecole-master-in-management-program/specializations-and-dual-degrees/,Paris,ASAP,,,0-10,IELTS waiver possible.Application Fee is waived off for KC Overseas. Internship: 4 months in 1st year and 6 months in 2nd year.,,,,,,,,
ISCPF01,Bachelor in International Business,7950,,Sep,Undergraduate,12 Grade with minimum 60% from a recognised institution.,,,,,,,,,,,,,,,,,,,Undergraduate,"Commerce, Business and Administration",International Business,36 Months,Paris,English,,https://iscparis.com/en/bachelor-programs/,Paris,Sep: 10 Jul,Yes,,,IELTS waiver possible.Application Fee is waived off for KC Overseas. Internship of 6 months. & Scholarship is available.,,,,,,,,
ISCPF01,MBA in International Business ,10000,,Sep,Postgraduate,Bachelors degree with minimum 60% from a recognised university and 3 years of full time professional experience.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,24 Months,Paris,English,,https://www.groupeisc.com/en/programs/executive-education/mba-program/,Paris,Sep: 10 Jul,,,0-10,IELTS waiver possible.Application Fee is waived off for KC Overseas. 8 months Internship and 12 months studies. ,,,,,,,,
ISCPF01,Master in Management - International Business & Management,11950,,Sep,Postgraduate,Bachelor’s degree with minimum 60% from a recognised university .,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,24 Months,Paris,English,,https://iscparis.com/en/pge-grande-ecole-master-in-management-program/specializations-and-dual-degrees/,Paris,Sep: 10 Jul,,,0-10,IELTS waiver possible.Application Fee is waived off for KC Overseas. Internship: 4 months in 1st year and 6 months in 2nd year.,,,,,,,,
ISCPF01,MSc in International Business - International Business & Marketing ( 1-Year ),15000,,"Feb, Sep",Postgraduate,4 year Bachelor’s degree with minimum 60% from a recognised University is required.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,12 Months,Paris,English,,https://www.groupeisc.com/en/programs/msc/msc-international-business-manager/,Paris,"Feb: 31 Dec, Sep: 10 Jul ",,,0-10,IELTS waiver possible.Application Fee is waived off for KC Overseas. 6 months Internship and 6 months studies. ,,,,,,,,
ISCPF01,MSc in International Business - International Business & Finance ( 1-Year ),15000,,"Feb, Sep",Postgraduate,4 year Bachelor’s degree with minimum 60% from a recognised University is required.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,12 Months,Paris,English,,https://www.groupeisc.com/en/programs/msc/msc-international-business-manager/,Paris,"Feb: 31 Dec, Sep: 10 Jul ",,,0-10,IELTS waiver possible.Application Fee is waived off for KC Overseas. 6 months Internship and 6 months studies. ,,,,,,,,
ISCPF01,MSc in International Business - International Business & Supply Chain ( 1-Year ),15000,,"Feb, Sep",Postgraduate,4 year Bachelor’s degree with minimum 60% from a recognised University is required.,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,12 Months,Paris,English,,https://www.groupeisc.com/en/programs/msc/msc-international-business-manager/,Paris,"Feb: 31 Dec, Sep: 10 Jul ",,,0-10,IELTS waiver possible.Application Fee is waived off for KC Overseas. 6 months Internship and 6 months studies. ,,,,,,,,
ISCPF01,Master in Management - International Business & Marketing,11950,,Sep,Postgraduate,Bachelor’s degree with minimum 60% from a recognised university .,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,24 Months,Paris,English,,https://iscparis.com/en/pge-grande-ecole-master-in-management-program/specializations-and-dual-degrees/,Paris,ASAP,,,0-10,IELTS waiver possible.Application Fee is waived off for KC Overseas. Internship: 4 months in 1st year and 6 months in 2nd year.,,,,,,,,
ISCPF01,Master in Management - International Business & Finance,11950,,Sep,Postgraduate,Bachelor’s degree with minimum 60% from a recognised university .,,,,,,,,,,,,,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,24 Months,Paris,English,,https://iscparis.com/en/pge-grande-ecole-master-in-management-program/specializations-and-dual-degrees/,Paris,ASAP,,,0-10,IELTS waiver possible.Application Fee is waived off for KC Overseas. Internship: 4 months in 1st year and 6 months in 2nd year.,,,,,,,,
ISTMF01,Bachelor in Global Fashion,13000,,"Feb, Oct",Undergraduate,12th Std. with minimum 55% + Portfolio,,0,0,0,0,,,,,,,,,0,0,0,0,,Undergraduate,"Commerce, Business and Administration",International Business,12 Months,Paris,English,,https://www.istitutomarangoni.com/en/fashion-courses/undergraduate-programmes/one-year/global-fashion/,Paris,ASAP,,,,"After submitting the application to the Institution, it is evaluated by them and Invoice is generated of € 4000 (Enrolment Fees) and it has to be paid before Offer Letter is released by the Institution. Please note that Enrolment Fees is not a part of Tuition fees.",,Soft Copy,,,,,,
EMNOF01,MSc International Marketing And Business Development,12500,50,Sep,Postgraduate,Four year Bachelor's degree with minimum 60%,,,,,,,,,,,,83,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,12 Months,Paris,English,,https://www.em-normandie.com/en/msc-international-marketing-and-business-development,Caen,,Yes,,0-5,,,,,,,,,
EMNOF01,Bachelor - International Management - Year 1 Admission,7000,50,Sep,Undergraduate,12th Std. with minimum 60%,,,,,,,,,,,,72,,,,,,,Undergraduate,"Commerce, Business and Administration",International Business,36 Months,Paris,English,,https://www.em-normandie.com/en/bachelor-international-management-year-1-admission,Le Havre,,Yes,,,,,,,,,Paris,,
EMNOF01,MSc International Events Management,13500,50,Sep,Postgraduate,Four year Bachelor's degree with minimum 60%,,,,,,,,,,,,83,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,12 Months,Paris,English,,https://www.em-normandie.com/fr/msc-international-events-management,Paris,ASAP,Yes,,0-5,,,,,,,,,
EMNOF01,MSc International Logistics and Port Management,12500,50,Sep,Postgraduate,Four year Bachelor's degree with minimum 60%,,,,,,,,,,,,83,,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,12 Months,Paris,English,,https://www.em-normandie.com/fr/msc-international-logistics-and-port-management,Le Havre,,Yes,,0-5,,,,,,,,,
IDRACBF01,MBA in Strategy & business innovation major International Business Development ( Direct Program ),12500,100,"Sep, Mar",Postgraduate,A 4 years Bachelor degree from a recognised institution with minimum 55% or higher OR 3 years of bachelor degree with minimum 3+ years of relevant experience. ,,,,,,5.5,5.5,5.5,5.5,,,,6,,,,,,Postgraduate,"Commerce, Business and Administration",International Business,12 Months,Lyon,English,,https://www.idrac-business-school.com/programme/bac45-2/,Bordeaux,,,,,,,Online,,,,,,
