Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language,Consentration,Course URL,Campus,Application Deadline,Scholarship Available,Scholarship Detail,Backlog Range,Remarks,ESL/ELP Detail,ApplicationMode,DetScore,GRE,GMAT,count
CAPU012,BBA in Economics,"17,522.70",103,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement -English. Any 1 Subject from Mathematics, Economics or Business Studies. 3 additional Courses.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,"Commerce, Business and Admistration","Finance, Accounts, Commerce, Economics",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-business-administration-bba/,Sydney,ASAP,,,,,,,115,,,698
CAPU012,Diploma in Public Administration and Management,"17,065.00",103,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,"Commerce, Business and Admistration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/diploma-in-public-administration-and-management/,Sydney,ASAP,,,,,,,115,,,699
CAPU012,"Master of Education in Sustainability, Creativity and Innovation","16,080.00",103,Sep,Postgraduate,Graduation with 60% and above. ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Postgraduate,"Commerce, Business and Admistration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/master-of-education-in-sustainability-creativity-and-innovation/,Sydney,ASAP,,,0 - 6,"This program is available as 2-year, 3-year and 4-year program.",,,115,,,700
CAPU012,Bachelor of Business Administration in Tourism Marketing and Management,"17,522.70",103,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement -English. Any 1 Subject from Mathematics, Economics or Business Studies.3 additional Courses.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,"Commerce, Business and Admistration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-business-administration-bba/,Sydney,ASAP,,,,,,,115,,,701
CAPU012,"Bachelor of Emergency Management, Major in Health Emergency Management","17,522.70",103,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement - English. Any 1 Subject from Mathematics, Economics or Business Studies. 3 additional Courses.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,"Commerce, Business and Admistration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-emergency-management/,Sydney,ASAP,,,,,,,115,,,702
CAPU012,Bachelor of Business Administration,"17,304.00",103,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no module less than 50% . Maths and English required. ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,"Commerce, Business and Admistration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-business-administration-bba/,Sydney,ASAP,,,,,,,115,,,703
CAPU012,Post Baccalaureate Diploma in Health Care Management,"15,796.96",103,"May, Sep",PG Diploma/Certificate,"Any Bachelor Degree with minimum average 60%, ",,,,,,6,6,6,6,,,80,6.5,,,,,59,PG Diploma/Certificate,"Commerce, Business and Admistration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/post-baccalaureate-diploma-in-health-care-management/,Sydney,ASAP,,,0 - 6,,,,115,,,704
CAPU012,BBA in Marketing,"17,522.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement -English. Any 1 Subject from Mathematics, Economics or Business Studies. 3 additional Courses.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,"Commerce, Business and Admistration","Sales, Marketing, Public Relations, Public Services, E-business, Digital Business, Digital Marketing",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-business-administration-bba/,Sydney,ASAP,,,,,,,115,,,705
CAPU012,BBA in Supply Chain Management,17522.7,80,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement -English. Any 1 Subject from Mathematics, Economics or Business Studies. 3 additional Courses.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,"Commerce, Business and Admistration","Logistics, Supply Chain Management",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/supply-chain-management/,Sydney,ASAP,,,,,,,115,,,706
CAPU012,Post Baccalaureate Diploma in Business Management ,"15,796.96",80,"Sep, May, Jan",PG Diploma/Certificate,"Any Bachelor Degree with minimum average 50%, ",,,,,,6,6,6,6,,,80,6.5,,,,,59,PG Diploma/Certificate,"Commerce, Business and Admistration","Logistics, Supply Chain Management",24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/post-baccalaureate-diploma-in-business-management/,Sydney,ASAP,,,0 - 6,,,,115,,,707
CAPU012,Post Baccalaureate Diploma in Supply Chain Management ,"15,796.96",80,"Sep, Jan, May",PG Diploma/Certificate,"Any Bachelor Degree with minimum average 50%, ",,,,,,6,6,6,6,,,80,6.5,,,,,59,PG Diploma/Certificate,"Commerce, Business and Admistration","Logistics, Supply Chain Management",24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/post-baccalaureate-diploma-in-supply-chain-management/,Sydney,ASAP,,,0 - 6,,,,115,,,708
CAPU012,BBA in Human Resources,"17,522.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement -English. Any 1 Subject from Mathematics, Economics or Business Studies. 3 additional Courses.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,"Commerce, Business and Admistration","Human Resource Management, Human Resource Development",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-business-administration-bba/,Sydney,ASAP,,,,,,,115,,,709
CAPU012,Bachelor of Business Administration in Tourism Marketing and Management,"17,522.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement -English. Any 1 Subject from Mathematics, Economics or Business Studies.3 additional Courses.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,"Commerce, Business and Admistration",Hospitality and Tourism Management,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-business-administration-bba/,Sydney,ASAP,,,,,,,115,,,710
CAPU012,Bachelors of Hospitality & Tourism Management ,"17,522.70",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement -English.,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,"Commerce, Business and Admistration",Hospitality and Tourism Management,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-hospitality-and-tourism-management/,Sydney,ASAP,,,,,,,115,,,711
CAPU012,Bachelor of Business Administration in Tourism Marketing and Management,"17,522.70",103,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement -English. Any 1 Subject from Mathematics, Economics or Business Studies.3 additional Courses.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,"Commerce, Business and Admistration","Financial Management, International Management, Marketing Management, Technical Management",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-business-administration-bba/,Sydney,ASAP,,,,,,,115,,,712
CAPU012,Diploma in Engineering - Electrical and Computer,"18,289",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with minimum average 55% with no Subjects below 50%. Maths is Mandatory.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Computer Science and Information Technology,"Computer Science, Software Development",24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,,,,,115,,,713
CAPU012,Diploma in Education (Counseling),"17,065.00",80,Sep,UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Education,Education Counseling,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/diploma-in-education-counseling/,Sydney,ASAP,,,,,,,115,,,714
CAPU012,B.A. in Gender and Women''s Studies.,"17,522.70",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Education,Gender Studies,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,,715
CAPU012,B.A. in Gender and Women''s Studies,"17,058",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Education,Gender Studies,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,,716
CAPU012,Diploma in Education (Curriculam),"17,065.00",80,Sep,UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Education,"Early Childhood Education, Primary Education, Secondary Education",24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/diploma-in-education-curriculum/,Sydney,ASAP,,,,,,,115,,,717
CAPU012,Diploma in Educational Technology,"17,065.00",80,Sep,UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Education,Educational Training,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/diploma-in-educational-technology/,Sydney,ASAP,,,,,,,115,,,718
CAPU012,Diploma in Educational Technology,"17,065.00",80,Sep,UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Education,Education Assistance,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/diploma-in-educational-technology/,Sydney,ASAP,,,,,,,115,,,719
CAPU012,Diploma in Education (Curriculam),"17,065.00",80,Sep,UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Education,Education Assistance,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/diploma-in-education-curriculum/,Sydney,ASAP,,,,,,,115,,,720
CAPU012,Bachelors of Civil Engineering - (year 1 & 2  at CBU and  year 3 & 4 at Dalhousie University),"17,058",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Mathematics Any 2 Subjects from Chemistry, Biology or Physics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,"Civil Engineering, Geotechnical Engineering",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,721
CAPU012,Diploma in Civil Engineering,"17,065.00",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,"Civil Engineering, Geotechnical Engineering",24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,722
CAPU012,Diploma in Engineering - Electrical and Computer,"18,289",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with minimum average 55% with no Subjects below 50%. Maths is Mandatory.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Electrical and Electronic Engineering,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,,,,,115,,,723
CAPU012,BET (Advance Standing) Post Degree in Electronics & Controls,"15,796.96",80,"Jan, May, Sep",PG Diploma/Certificate,Bachelor Degree with minimum average 55% - Engineering OR Science* courses,,,,,,6,6,6,6,,,80,6.5,,,,,59,PG Diploma/Certificate,Engineering and Engineering Trades,Electrical and Electronic Engineering,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,0 - 6,,,,115,,,724
CAPU012,Bachelors of Engineering Technology in Electronics & Controls,17522.7,80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Electrical and Electronic Engineering,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,,,,,115,,,725
CAPU012,Bachelors of Electrical Engineering - (year 1 & 2  at CBU and  year 3 & 4 at Dalhousie University),"17,058",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Mathematics Any 2 Subjects from Chemistry, Biology or Physics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Electrical and Electronic Engineering,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,726
CAPU012,Diploma in Electrical Engineering,"17,065.00",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Electrical and Electronic Engineering,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,727
CAPU012,Diploma in Engineering - Electrical and Computer,"18,289",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with minimum average 55% with no Subjects below 50%. Maths is Mandatory.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Electrical Engineering,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,,,,,115,,,728
CAPU012,Bachelors of Electrical and Computer Engineering - (year 1 & 2  at CBU and  year 3 & 4 at Dalhousie University),"17,058",80,"Jan, May, Sep",Undergraduate,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Electrical Engineering,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,729
CAPU012,Bachelors of Electrical Engineering - (year 1 & 2  at CBU and  year 3 & 4 at Dalhousie University),"17,058",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Mathematics Any 2 Subjects from Chemistry, Biology or Physics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Electrical Engineering,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,730
CAPU012,Diploma in Electrical Engineering,"17,065.00",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Electrical Engineering,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,731
CAPU012,Bachelors of Electrical and Computer Engineering - (year 1 & 2  at CBU and  year 3 & 4 at Dalhousie University),"17,058",80,"Jan, May, Sep",Undergraduate,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,"Computer Engineering, Software Engineering",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,732
CAPU012,Diploma in Engineering - Electrical and Computer,"18,289",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with minimum average 55% with no Subjects below 50%. Maths is Mandatory.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,"Computer Engineering, Software Engineering",24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,,,,,115,,,733
CAPU012,Bachelors of Chemical Engineering - (year 1 & 2  at CBU and  year 3 & 4 at Dalhousie University),"17,058",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Mathematics Any 2 Subjects from Chemistry, Biology or Physics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Chemical Engineering,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,734
CAPU012,Diploma in Chemical Engineering,"17,065.00",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Chemical Engineering,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,735
CAPU012,Bachelors of Engineering Technology in Chemical,"17,522.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or  Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Chemical Engineering,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-emergency-management/,Sydney,ASAP,,,,,,,115,,,736
CAPU012,BET (Advance Standing) Post Degree in Chemical,"17,065.00",80,"Jan, May, Sep",PG Diploma/Certificate,Bachelor Degree with minimum average 55% - Engineering OR Science* courses,,,,,,6,6,6,6,,,80,6.5,,,,,59,PG Diploma/Certificate,Engineering and Engineering Trades,Chemical Engineering,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,0 - 6,,,,115,,,737
CAPU012,Bachelors of Engineering Technology in Chemical,"17,058",80,"Jan, May, Sep",Undergraduate,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.   3. 2 Yrs - exit option ( Diploma of Engineering) -12th Grade ( any 3 Sciences Subjects) with 55% and above. Marks in Internal Core Subjects should be more than 50%. ( Offer letter will mention 3 years duration),,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Chemical Engineering,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,,,,,115,,,738
CAPU012,Bachelors of Engineering Technology in Electronics & Controls,17522.7,80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Electronics and Telecommunication Engineering,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,,,,,115,,,739
CAPU012,BET (Advance Standing) Post Degree in Electronics & Controls,"15,796.96",80,"Jan, May, Sep",PG Diploma/Certificate,Bachelor Degree with minimum average 55% - Engineering OR Science* courses,,,,,,6,6,6,6,,,80,6.5,,,,,59,PG Diploma/Certificate,Engineering and Engineering Trades,Electronics and Telecommunication Engineering,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,0 - 6,,,,115,,,740
CAPU012,Bachelors of Mechanical Engieering - (year 1 & 2  at CBU and  year 3 & 4 at Dalhousie University),"17,058",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Mathematics Any 2 Subjects from Chemistry, Biology or Physics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Mechanical Engineering,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,741
CAPU012,Diploma in Mechanical Engineering,"17,065.00",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Mechanical Engineering,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,742
CAPU012,Bachelors of Mechanical Engieering - (year 1 & 2  at CBU and  year 3 & 4 at Dalhousie University),"17,058",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Mathematics Any 2 Subjects from Chemistry, Biology or Physics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Mechanical and Mechatronics Engineering,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,743
CAPU012,Diploma in Mechanical Engineering,"17,065.00",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Mechanical and Mechatronics Engineering,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,744
CAPU012,Bachelors of Industrial Engineering - (year 1 & 2  at CBU and  year 3 & 4 at Dalhousie University),"17,058",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Mathematics Any 2 Subjects from Chemistry, Biology or Physics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,"Industrial Engineering, Process Engineering",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,745
CAPU012,Diploma in Industrial Engineering,"17,065.00",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,"Industrial Engineering, Process Engineering",24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,746
CAPU012,BET (Advance Standing) Post Degree in Environmental Studies,"15,796.96",80,"Jan, May, Sep",PG Diploma/Certificate,Bachelor Degree with minimum average 55% - Engineering OR Science* courses,,,,,,6,6,6,6,,,80,6.5,,,,,59,PG Diploma/Certificate,Engineering and Engineering Trades,Environmental Engineering,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,0 - 6,,,,115,,,747
CAPU012,Bachelors of Engineering Technology in Environmental Studies,17522.7,80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Environmental Engineering,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,,,,,115,,,748
CAPU012,Bachelors of Environmental Engineering - (year 1 & 2  at CBU and  year 3 & 4 at Dalhousie University),"17,058",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Mathematics Any 2 Subjects from Chemistry, Biology or Physics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Environmental Engineering,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,749
CAPU012,Diploma in Environmental Engineering,"17,065.00",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Environmental Engineering,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,,750
CAPU012,Bachelors of Engineering Technology in Chemical,"17,522.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or  Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Energy Systems Technology,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-emergency-management/,Sydney,ASAP,,,,,,,115,,,751
